source,title,price,location,size,listing_type,link
OpenSooq,Residential Land for Sale in Muscat Seeb,"19,500 OMR",", Seeb, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264730685
OpenSooq,317 m2 4 Bedrooms Townhouse for Sale in Al Batinah Barka,"64,000 OMR",", Barka, 963777XX",317 m²,Property for Sale,https://om.opensooq.com/en/search/265759747
OpenSooq,Farm Land for Sale in Buraimi Mahdah,"71,000 OMR",", Mahdah, 981745XX",,Property for Sale,https://om.opensooq.com/en/search/264352555
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"19,500 OMR",", Al Maabilah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264730009
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"20,500 OMR",", Al Rumais, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264729915
OpenSooq,Residential Land for Sale in Al Sharqiya Al Mudaibi,"7,500 OMR",", Al Mudaibi, 964791XX",,Property for Sale,https://om.opensooq.com/en/search/265759065
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"22,000 OMR",", Al Rumais, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264729863
OpenSooq,Residential Land for Sale in Muscat Manumah,"22,000 OMR",", Manumah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264729833
OpenSooq,578 m2 More than 6 bedrooms Villa for Sale in Al Batinah Al Rumais,"107,000 OMR",", Al Rumais, 949544XX",578 m²,Property for Sale,https://om.opensooq.com/en/search/265758471
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"12,000 OMR",", Al Masnaah, 990625XX",,Property for Sale,https://om.opensooq.com/en/search/264689083
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"4,000 OMR",", Suwaiq, 990625XX",,Property for Sale,https://om.opensooq.com/en/search/264689097
OpenSooq,Residential Land for Sale in Dhofar Salala,"15,000 OMR",", Salala, 913273XX",,Property for Sale,https://om.opensooq.com/en/search/265754399
OpenSooq,317 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Sohar,"58,000 OMR",", Sohar, 922111XX",317 m²,Property for Sale,https://om.opensooq.com/en/search/265695635
OpenSooq,House for sale,"55,000 OMR",", Ruwi, 974343XX",295 m²,Property for Sale,https://om.opensooq.com/en/search/265753237
OpenSooq,1650 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"240,000 OMR",", Al Khoud, 927327XX",1650 m²,Property for Sale,https://om.opensooq.com/en/search/264113003
OpenSooq,Residential Land for Sale in Al Batinah Saham,"13,000 OMR",", Saham, 978081XX",,Property for Sale,https://om.opensooq.com/en/search/265751883
OpenSooq,209 m2 2 Bedrooms Villa for Sale in Al Batinah Barka,"46,000 OMR",", Barka, 940588XX",209 m²,Property for Sale,https://om.opensooq.com/en/search/265736907
OpenSooq,Industrial Land for Sale in Al Batinah Wadi Al Ma'awal,"160,000 OMR",", Wadi Al Ma'awal, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265750677
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"60,000 OMR",", Barka, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265750639
OpenSooq,Residential Land for Sale in Al Batinah Barka,"41,000 OMR",", Barka, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265750585
OpenSooq,Farm Land for Sale in Al Batinah Al Masnaah,"85,000 OMR",", Al Masnaah, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265750563
OpenSooq,Commercial Land for Sale in Muscat Ghala,"3,000,000 OMR",", Ghala, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265750517
OpenSooq,Farm Land for Sale in Al Batinah Barka,"170,000 OMR",", Barka, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265750455
OpenSooq,100 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"100,000 OMR",", Bosher, 925602XX",100 m²,Property for Sale,https://om.opensooq.com/en/search/265749771
OpenSooq,Farm Land for Sale in Al Dhahirah Ibri,"29,000 OMR",", Ibri, 992198XX",,Property for Sale,https://om.opensooq.com/en/search/265749819
OpenSooq,Residential Land for Sale in Al Batinah Shinas,"6,200 OMR",", Shinas, 912557XX",,Property for Sale,https://om.opensooq.com/en/search/265748659
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"106,000 OMR",", Al Khoud, 799477XX",,Property for Sale,https://om.opensooq.com/en/search/265748453
OpenSooq,90 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,"26,000 OMR",", Al Maabilah, 917723XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/265747695
OpenSooq,363 m2 5 Bedrooms Townhouse for Sale in Dhofar Salala,"75,000 OMR",", Salala, 913273XX",363 m²,Property for Sale,https://om.opensooq.com/en/search/265747159
OpenSooq,Residential Land for Sale in Dhofar Mirbat,"6,000 OMR",", Mirbat, 928865XX",,Property for Sale,https://om.opensooq.com/en/search/265747079
OpenSooq,Residential Land for Sale in Al Dakhiliya Bidbid,"5,000 OMR",", Bidbid, 990434XX",,Property for Sale,https://om.opensooq.com/en/search/265747055
OpenSooq,Residential Land for Sale in Dhofar Salala,"21,000 OMR",", Salala, 928865XX",,Property for Sale,https://om.opensooq.com/en/search/265746999
OpenSooq,180 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"77,000 OMR",", Al Maabilah, 717255XX",180 m²,Property for Sale,https://om.opensooq.com/en/search/265746955
OpenSooq,210 m2 3 Bedrooms Townhouse for Sale in Muscat Azaiba,"130,000 OMR",", Azaiba, 922006XX",210 m²,Property for Sale,https://om.opensooq.com/en/search/265746799
OpenSooq,360 m2 5 Bedrooms Townhouse for Sale in Dhofar Salala,"77,000 OMR",", Salala, 988205XX",360 m²,Property for Sale,https://om.opensooq.com/en/search/265746637
OpenSooq,Residential Land for Sale in Buraimi Al Buraimi,"4,200 OMR",", Al Buraimi, 771569XX",,Property for Sale,https://om.opensooq.com/en/search/265745723
OpenSooq,Residential Land for Sale in Al Sharqiya Ibra,"7,900 OMR",", Ibra, 957720XX",,Property for Sale,https://om.opensooq.com/en/search/265744607
OpenSooq,محل غسيل السيارات للبيع,"7,000 OMR",", Bidbid, 965630XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/265743991
OpenSooq,Residential Land for Sale in Al Batinah Liwa,"9,700 OMR",", Liwa, 948800XX",,Property for Sale,https://om.opensooq.com/en/search/265624783
OpenSooq,مقهى ومطعم كشك,570 OMR,", Salala, 992472XX",,Property for Sale,https://om.opensooq.com/en/search/265743219
OpenSooq,400 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,"40,000 OMR",", Barka, 768833XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/265743173
OpenSooq,92 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,"23,500 OMR",", Al Maabilah, 768833XX",92 m²,Property for Sale,https://om.opensooq.com/en/search/265742623
OpenSooq,166 m2 3 Bedrooms Townhouse for Sale in Dhofar Salala,"30,000 OMR",", Salala, 909119XX",166 m²,Property for Sale,https://om.opensooq.com/en/search/265741863
OpenSooq,Industrial Land for Sale in Al Batinah Sohar,"15,000 OMR",", Sohar, 993810XX",,Property for Sale,https://om.opensooq.com/en/search/265740899
OpenSooq,450 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Khoud,"200,000 OMR",", Al Khoud, 911096XX",450 m²,Property for Sale,https://om.opensooq.com/en/search/265739809
OpenSooq,256 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"95,000 OMR",", Al Maabilah, 906060XX",256 m²,Property for Sale,https://om.opensooq.com/en/search/265739803
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"9,300 OMR",", Al Masnaah, 950538XX",,Property for Sale,https://om.opensooq.com/en/search/264164629
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"9,000 OMR",", Ibri, 926946XX",,Property for Sale,https://om.opensooq.com/en/search/265726613
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"2,800 OMR",", Suwaiq, 955443XX",,Property for Sale,https://om.opensooq.com/en/search/265737887
OpenSooq,200 m2 2 Bedrooms Townhouse for Sale in Al Sharqiya Ja'alan Bani Bu Ali,"25,000 OMR",", Ja'alan Bani Bu Ali, 922394XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/265738091
OpenSooq,مكتب تعقيب معاملات للبيع في لوى جاهز بالكامل,"3,500 OMR",", Liwa, 711007XX",45 m²,Property for Sale,https://om.opensooq.com/en/search/265481653
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"3,000 OMR",", Sohar, 970588XX",,Property for Sale,https://om.opensooq.com/en/search/265737271
OpenSooq,مطعم للبيع,"19,000 OMR",", Shinas, 992902XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/265736867
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"77,000 OMR",", Al Maabilah, 985358XX",,Property for Sale,https://om.opensooq.com/en/search/265736359
OpenSooq,More than 6 bedrooms Farms for Sale in Al Batinah Rustaq,"115,000 OMR",", Rustaq, 768833XX",500 m²,Property for Sale,https://om.opensooq.com/en/search/265734635
OpenSooq,4 Bedrooms Farms for Sale in Al Batinah Sohar,"75,000 OMR",", Sohar, 711441XX",180 m²,Property for Sale,https://om.opensooq.com/en/search/265675873
OpenSooq,Residential Land for Sale in Muscat Amerat,"17,500 OMR",", Amerat, 980387XX",,Property for Sale,https://om.opensooq.com/en/search/265414789
OpenSooq,مكتب تعقيب معاملات للبيع,"3,500 OMR",", Liwa, 944400XX",50 m²,Property for Sale,https://om.opensooq.com/en/search/265675259
OpenSooq,81 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"36,450 OMR",", Al Khoud, 771110XX",81 m²,Property for Sale,https://om.opensooq.com/en/search/264708481
OpenSooq,334 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,"73,000 OMR",", Barka, 995008XX",334 m²,Property for Sale,https://om.opensooq.com/en/search/265732419
OpenSooq,Residential Land for Sale in Al Dakhiliya Bidbid,"38,000 OMR",", Bidbid, 944778XX",,Property for Sale,https://om.opensooq.com/en/search/265732995
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"3,200 OMR",", Ibri, 927768XX",,Property for Sale,https://om.opensooq.com/en/search/265729629
OpenSooq,Barbar shop for sell,"1,900 OMR",", Sur, 929354XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/265673895
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"7,500 OMR",", Ibri, 928451XX",,Property for Sale,https://om.opensooq.com/en/search/265732399
OpenSooq,Industrial Land for Sale in Al Dakhiliya Nizwa,"67,000 OMR",", Nizwa, 992771XX",,Property for Sale,https://om.opensooq.com/en/search/264707419
OpenSooq,Residential Land for Sale in Al Dakhiliya Nizwa,"11,700 OMR",", Nizwa, 993763XX",,Property for Sale,https://om.opensooq.com/en/search/264707457
OpenSooq,Residential Land for Sale in Al Dakhiliya Nizwa,"13,800 OMR",", Nizwa, 993763XX",,Property for Sale,https://om.opensooq.com/en/search/264707377
OpenSooq,Commercial Land for Sale in Al Dakhiliya Nizwa,"11,800 OMR",", Nizwa, 992771XX",,Property for Sale,https://om.opensooq.com/en/search/264707329
OpenSooq,Commercial Land for Sale in Al Dakhiliya Nizwa,"8,900 OMR",", Nizwa, 992771XX",,Property for Sale,https://om.opensooq.com/en/search/264707269
OpenSooq,Residential Land for Sale in Al Dakhiliya Nizwa,"55,005 OMR",", Nizwa, 992771XX",,Property for Sale,https://om.opensooq.com/en/search/264707145
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"22,500 OMR",", Al Maabilah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264707131
OpenSooq,2 Bedrooms Farms for Sale in Al Sharqiya Al Mudaibi,"48,000 OMR",", Al Mudaibi, 768955XX",5440 m²,Property for Sale,https://om.opensooq.com/en/search/265731765
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"14,000 OMR",", Sohar, 992877XX",,Property for Sale,https://om.opensooq.com/en/search/265731517
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"80,000 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264706683
OpenSooq,محل مؤجر للبيع / الموالح,"69,500 OMR",", Al Mawaleh, 953889XX",53 m²,Property for Sale,https://om.opensooq.com/en/search/265730799
OpenSooq,Farm Land for Sale in Al Batinah Barka,"86,000 OMR",", Barka, 768833XX",,Property for Sale,https://om.opensooq.com/en/search/265730093
OpenSooq,400 m2 3 Bedrooms Townhouse for Sale in Muscat Al Khoud,"50,000 OMR",", Al Khoud, 951462XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/265729251
OpenSooq,2 Bedrooms Farms for Sale in Al Batinah Barka,"67,000 OMR",", Barka, 920900XX",168 m²,Property for Sale,https://om.opensooq.com/en/search/265728831
OpenSooq,محلات و ورش للبيع او الايجار في العتكيه الصناعيه,"1,242 OMR",", Amerat, 924324XX",1000 m²,Property for Sale,https://om.opensooq.com/en/search/265727013
OpenSooq,440 m2 4 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,"47,000 OMR",", Suwaiq, 945666XX",440 m²,Property for Sale,https://om.opensooq.com/en/search/264703247
OpenSooq,Residential Land for Sale in Al Batinah Barka,"11,300 OMR",", Barka, 921239XX",,Property for Sale,https://om.opensooq.com/en/search/265726525
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"7,500 OMR",", Ibri, 982890XX",,Property for Sale,https://om.opensooq.com/en/search/265725447
OpenSooq,Residential Land for Sale in Muscat Amerat,"15,000 OMR",", Amerat, 971272XX",,Property for Sale,https://om.opensooq.com/en/search/265724791
OpenSooq,مقهى للبيع بكامل اغراضه,"4,000 OMR",", Bidiya, 979555XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/265667119
OpenSooq,Residential Land for Sale in Muscat Amerat,"7,800 OMR",", Amerat, 773915XX",,Property for Sale,https://om.opensooq.com/en/search/265724167
OpenSooq,3 Bedrooms Farms for Sale in Al Batinah Barka,"50,000 OMR",", Barka, 967005XX",180 m²,Property for Sale,https://om.opensooq.com/en/search/265645713
OpenSooq,More than 6 bedrooms Farms for Sale in Al Dhahirah Ibri,"140,000 OMR",", Ibri, 965311XX",3000 m²,Property for Sale,https://om.opensooq.com/en/search/265722401
OpenSooq,231 m2 5 Bedrooms Townhouse for Sale in Al Batinah Barka,"54,500 OMR",", Barka, 966262XX",231 m²,Property for Sale,https://om.opensooq.com/en/search/265721305
OpenSooq,للبيع منزلين سكني تجاري قريب من سوق مطرح,"90,000 OMR",", Muttrah, 799938XX",152 m²,Property for Sale,https://om.opensooq.com/en/search/265721765
OpenSooq,Apartment for rent Azaiba,400 OMR,", Azaiba, 791104XX",117 m²,Property for Sale,https://om.opensooq.com/en/search/265721727
OpenSooq,400 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Khoud,"100,000 OMR",", Al Khoud, 980491XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/265714343
OpenSooq,400 m2 2 Bedrooms Villa for Sale in Muscat Amerat,"10,040 OMR",", Amerat, 971071XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/265662635
OpenSooq,Building for Sale in Al Batinah Barka,"410,000 OMR",", Barka, 995466XX",1960 m²,Property for Sale,https://om.opensooq.com/en/search/264698375
OpenSooq,2 Bedrooms Farms for Sale in Al Batinah Al Masnaah,"100,000 OMR",", Al Masnaah, 995466XX",150 m²,Property for Sale,https://om.opensooq.com/en/search/264698329
OpenSooq,Residential Land for Sale in Al Batinah Barka,"41,000 OMR",", Barka, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264698299
OpenSooq,Residential Land for Sale in Al Batinah Barka,"110,000 OMR",", Barka, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264698253
OpenSooq,Residential Land for Sale in Al Batinah Barka,"900,000 OMR",", Barka, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264698215
OpenSooq,Residential Land for Sale in Al Batinah Barka,"650,000 OMR",", Barka, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264698139
OpenSooq,Mixed Use Land for Sale in Al Batinah Barka,"145,000 OMR",", Barka, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264698091
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"5,000 OMR",", Sohar, 982824XX",,Property for Sale,https://om.opensooq.com/en/search/265720083
OpenSooq,3 Bedrooms Farms for Sale in Al Batinah Suwaiq,"170,000 OMR",", Suwaiq, 995466XX",340 m²,Property for Sale,https://om.opensooq.com/en/search/264697923
OpenSooq,4 Bedrooms Farms for Sale in Al Batinah Barka,"350,000 OMR",", Barka, 995466XX",600 m²,Property for Sale,https://om.opensooq.com/en/search/264697829
OpenSooq,Residential Land for Sale in Al Batinah Shinas,"11,700 OMR",", Shinas, 925845XX",,Property for Sale,https://om.opensooq.com/en/search/265661645
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"100,000 OMR",", Al Khoud, 944416XX",,Property for Sale,https://om.opensooq.com/en/search/265719381
OpenSooq,2 Bedrooms Farms for Sale in Al Batinah Barka,"170,000 OMR",", Barka, 995466XX",230 m²,Property for Sale,https://om.opensooq.com/en/search/264697737
OpenSooq,Residential Land for Sale in Muscat Ghubrah,550 OMR,", Ghubrah, 715296XX",,Property for Sale,https://om.opensooq.com/en/search/265719633
OpenSooq,عدد 2 محلات للبيع في المعبيلة الجنوبية,"38,000 OMR",", Al Maabilah, 909094XX",38 m²,Property for Sale,https://om.opensooq.com/en/search/265719625
OpenSooq,Residential Land for Sale in Al Batinah Barka,"13,500 OMR",", Barka, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264697661
OpenSooq,2 Bedrooms Farms for Sale in Al Batinah Barka,"70,000 OMR",", Barka, 995466XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/264697583
OpenSooq,115 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,"45,000 OMR",", Bosher, 775826XX",115 m²,Property for Sale,https://om.opensooq.com/en/search/265719407
OpenSooq,Mixed Use Land for Sale in Al Batinah Shinas,"70,000 OMR",", Shinas, 995466XX",,Property for Sale,https://om.opensooq.com/en/search/264697525
